WarNum,WarName,WarType,Ccode,Player,Side,Intnl,,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death
722,Ukrainian Partisans,5,-8,UPA,2,0,,5,8,1945,12,31,1947,,2,2,-9
723,Forest Brethren,5,365,USSR,1,0,,5,8,1945,12,31,1951,,2,1,14700
723,Forest Brethren,5,-8,Baltic Guerillas,2,0,,5,8,1945,12,31,1951,,2,2,17700
457,French-Indochina,2,220,France,1,,,11,20,1946,6,1,1954,0,7,2,94500
457,French-Indochina,2,-8,Vietminh,2,,,11,20,1946,6,1,1954,1,7,1,175000
725,"Chinese Civil War, Phase 2",4,710,China,1,0,,3,15,1946,4,21,1950,,7,2,327600
725,"Chinese Civil War, Phase 2",4,-8,Communists,2,0,,3,15,1946,4,21,1950,,7,1,872400
147,First Kashmir,1,750,India,1,,,10,26,1947,1,1,1949,1,7,6,2500
147,First Kashmir,1,770,Pakistan,2,,,10,26,1947,1,1,1949,0,7,6,1000
459,Third Franco-Madagascan,2,220,France,1,,,3,29,1947,12,1,1948,0,4,1,1000
459,Third Franco-Madagascan,2,-8,Madagascar,2,,,3,29,1947,12,1,1948,1,4,2,11200
726,Taiwan Revolt,5,710,China,1,0,,2,28,1947,3,21,1947,,7,1,250
726,Taiwan Revolt,5,-8,Taiwanese,2,0,,2,28,1947,3,21,1947,,7,2,1000
727,Paraguay,4,150,Paraguay,1,0,,3,7,1947,8,20,1947,,1,1,-9
727,Paraguay,4,-8,Leftists,2,0,,3,7,1947,8,20,1947,,1,2,-9
148,Arab-Israeli,1,666,Israel,1,,,5,15,1948,1,7,1949,0,6,1,3000
148,Arab-Israeli,1,651,Egypt,2,,,5,15,1948,1,7,1949,0,6,2,2000
148,Arab-Israeli,1,652,Syria,2,,,5,15,1948,10,31,1948,0,6,2,1000
148,Arab-Israeli,1,660,Lebanon,2,,,5,15,1948,10,31,1948,0,6,2,500
148,Arab-Israeli,1,663,Jordan,2,,,5,15,1948,10,31,1948,1,6,2,1000
148,Arab-Israeli,1,645,Iraq,2,,,5,15,1948,10,31,1948,0,6,2,500
460,Malayan Rebellion,2,200,United Kingdom,1,,,6,18,1948,8,31,1957,0,7,1,2400
460,Malayan Rebellion,2,-8,Malayan Communists,2,,,6,18,1948,8,31,1957,1,7,2,6700
461,Indo-Hyderabad,3,750,India,1,,,9,13,1948,9,17,1948,1,7,1,10
461,Indo-Hyderabad,3,-8,Hyderabad,2,,,9,13,1948,9,17,1948,0,7,2,1200
728,Yemeni Imamate,4,678,Yemen,1,0,,2,17,1948,3,20,1948,,6,1,-9
728,Yemeni Imamate,4,-8,Anti-Imam Coalition,2,0,,2,17,1948,3,20,1948,,6,2,-9
730,Costa Rica,4,94,Costa Rica,1,0,,3,12,1948,4,17,1948,,1,2,1500
730,Costa Rica,4,-8,National Union Party,2,0,,3,12,1948,4,17,1948,,1,1,500
731,"Seventh Colombian ""La Violencia""",4,100,Colombia,1,0,,4,9,1948,8,7,1958,,1,1,9800
731,"Seventh Colombian ""La Violencia""",4,-8,Liberals,2,0,,4,9,1948,8,7,1958,,1,2,20000
732,First Burmese,5,775,Burma,1,0,,8,15,1948,7,31,1951,,7,1,-9
732,First Burmese,5,-8,Karens & Communists,2,0,,8,15,1948,7,31,1951,,7,2,-9
151,Korean,1,710,China,2,,,10,27,1950,7,27,1953,0,7,6,422612
151,Korean,1,20,Canada,1,,,12,19,1950,7,27,1953,0,7,6,309
151,Korean,1,200,United Kingdom,1,,,8,29,1950,7,27,1953,0,7,6,710
151,Korean,1,640,Turkey,1,,,10,18,1950,7,27,1953,0,7,6,717
151,Korean,1,840,Philippines,1,,,9,16,1950,7,27,1953,0,7,6,92
151,Korean,1,731,North Korea,2,,,6,24,1950,7,27,1953,1,7,6,316579
151,Korean,1,900,Australia,1,,,12,10,1950,7,27,1953,0,7,6,291
151,Korean,1,732,South Korea,1,,,6,24,1950,7,27,1953,0,7,6,113248
151,Korean,1,2,United States of America,1,,,6,27,1950,7,27,1953,0,7,6,54487
462,Third Sino-Tibetan,3,710,China,1,,,5,-9,1950,10,28,1950,1,7,1,10000
462,Third Sino-Tibetan,3,-8,Tibet,2,,,5,-9,1950,10,28,1950,0,7,2,3200
733,South Moluccas,5,850,Indonesia,1,0,,5,31,1950,11,3,1950,,7,1,-9
733,South Moluccas,5,-8,Moluccans,2,0,,5,31,1950,11,3,1950,,7,2,-9
735,Hukbalahap Rebellion,4,840,Philippines,1,0,,9,1,1950,5,-9,1954,,7,1,1600
735,Hukbalahap Rebellion,4,-8,Huks,2,0,,9,1,1950,5,-9,1954,,7,2,9700
151,Korean,1,211,Belgium,1,,,1,20,1951,7,27,1953,0,7,6,97
151,Korean,1,100,Colombia,1,,,6,6,1951,7,27,1953,0,7,6,140
151,Korean,1,210,Netherlands,1,,,1,20,1951,7,27,1953,0,7,6,111
151,Korean,1,350,Greece,1,,,1,20,1951,7,27,1953,0,7,6,169
151,Korean,1,220,France,1,,,1,1,1951,7,27,1953,0,7,6,288
151,Korean,1,800,Thailand,1,,,1,20,1951,7,27,1953,0,7,6,114
151,Korean,1,530,Ethiopia,1,,,5,1,1951,7,27,1953,0,7,6,120
463,Franco-Tunisian,2,220,France,1,,,1,18,1952,7,31,1954,0,6,2,2000
463,Franco-Tunisian,2,-8,Tunisia,2,,,1,18,1952,7,31,1954,1,6,1,1000
464,British-Mau Mau,2,200,United Kingdom,1,,,10,20,1952,10,-9,1956,0,4,1,600
464,British-Mau Mau,2,-8,Mau Mau,2,,,10,20,1952,10,-9,1956,1,4,2,16500
737,Bolivia,4,145,Bolivia,1,0,,4,8,1952,4,11,1952,,1,2,-9
737,Bolivia,4,-8,Leftists,2,0,,4,8,1952,4,11,1952,,1,1,-9
465,Moroccan Independence,2,220,France,1,,,8,20,1953,3,12,1956,0,6,2,2000
465,Moroccan Independence,2,-8,Morocco,2,,,8,20,1953,3,12,1956,1,6,1,1000
738,Indonesia Darul Islam,4,850,Indonesia,1,0,,9,20,1953,11,23,1953,,7,1,1700
738,Indonesia Darul Islam,4,-8,Darul Islam,2,0,,9,20,1953,11,23,1953,,7,2,1000
153,Off-shore Islands,1,710,China,1,,,9,3,1954,4,23,1955,1,7,1,1003
153,Off-shore Islands,1,713,Taiwan,2,,,9,3,1954,4,23,1955,0,7,2,1367
466,Third Franco-Algerian,2,220,France,1,,,11,1,1954,3,17,1962,0,6,2,18000
466,Third Franco-Algerian,2,-8,Algeria,2,,,11,1,1954,3,17,1962,1,6,1,14000
740,Argentine Military,4,160,Argentina,1,0,,6,15,1955,9,19,1955,,1,2,-9
740,Argentine Military,4,-8,Military,2,0,,6,15,1955,9,19,1955,,1,1,-9
155,Sinai War,1,220,France,1,,,10,31,1956,11,6,1956,0,6,1,10
155,Sinai War,1,666,Israel,1,,,10,29,1956,11,6,1956,1,6,1,189
155,Sinai War,1,651,Egypt,2,,,10,29,1956,11,6,1956,0,6,2,3000
155,Sinai War,1,200,United Kingdom,1,,,10,31,1956,11,6,1956,0,6,1,22
156,Soviet Invasion of Hungary,1,310,Hungary,2,,,11,4,1956,11,14,1956,0,2,2,926
156,Soviet Invasion of Hungary,1,365,USSR,1,,,11,4,1956,11,14,1956,1,2,1,1500
741,Tibetan Khamba Rebellion,5,710,China,1,0,,3,1,1956,4,14,1959,,7,1,4000
741,Tibetan Khamba Rebellion,5,-8,Khamba Tibetans,2,0,,3,1,1956,4,14,1959,,7,2,12000
742,Indonesian Leftists,4,850,Indonesia,1,0,,12,15,1956,6,4,1962,,7,1,3700
742,Indonesian Leftists,4,-8,Leftists,2,0,,12,15,1956,6,4,1962,,7,2,23500
158,IfniWar,1,230,Spain,1,,,11,21,1957,4,10,1958,0,6,1,122
158,IfniWar,1,600,Morocco,2,,,11,21,1957,4,10,1958,1,6,2,1000
467,French-Cameroon,2,220,France,1,,,1,1,1957,1,5,1958,0,4,1,1000
467,French-Cameroon,2,-8,UPC,2,,,1,1,1957,1,5,1958,1,4,2,900
158,IfniWar,1,220,France,1,,,2,10,1958,4,10,1958,0,6,1,0
159,Taiwan Straits,1,710,China (PRC),1,,,8,23,1958,11,23,1958,1,7,6,300
159,Taiwan Straits,1,713,Taiwan (ROC),2,,,8,23,1958,11,23,1958,0,7,6,1500
743,First Lebanese,4,2,United States of America,1,1,,7,16,1958,9,15,1958,,6,1,1
743,First Lebanese,4,660,Lebanon,1,1,,5,9,1958,9,15,1958,,6,1,-9
743,First Lebanese,4,-8,National Front,2,1,,5,9,1958,9,15,1958,,6,2,-9
745,Cuban Revolution,4,40,Cuba,1,0,,5,24,1958,1,2,1959,,1,2,2000
745,Cuban Revolution,4,-8,Castroites,2,0,,5,24,1958,1,2,1959,,1,1,1000
746,Second Burmese,4,775,Burma,1,0,,11,-9,1958,4,-9,1960,,7,7,850
746,Second Burmese,4,-8,Karens & Communists,2,0,,11,-9,1958,4,-9,1960,,7,7,2300
747,Iraq-Shammar,4,645,Iraq,1,0,,3,6,1959,3,10,1959,,6,1,-9
747,Iraq-Shammar,4,-8,Shammar Tribe & Pro-WesternOfficers,2,0,,3,6,1959,3,10,1959,,6,2,-9
748,Vietnam Phase 1,4,817,"Vietnam, Republic of",1,1,,1,1,1960,2,6,1965,,7,4,23300
748,Vietnam Phase 1,4,-8,NLF,2,1,,1,1,1960,2,6,1965,,7,4,76900
750,First DRC (Zaire),5,490,Zaire,1,1,,7,4,1960,1,14,1963,,4,1,-9
750,First DRC (Zaire),5,211,Belgium,2,1,,7,11,1960,9,14,1960,,4,2,50
750,First DRC (Zaire),5,-8,Katanga & Leftists,2,1,,7,4,1960,1,14,1963,,4,2,-9
751,First Laotian,4,812,Laos,1,1,,10,15,1960,7,15,1962,,7,3,4000
751,First Laotian,4,-8,Pathet Lao,2,1,,10,15,1960,7,15,1962,,7,3,1000
469,Angolan-Portuguese,2,235,Portugal,1,,,2,3,1961,10,14,1974,0,4,4,4000
469,Angolan-Portuguese,2,-8,Angola,2,,,2,3,1961,10,14,1974,1,4,4,25000
748,Vietnam Phase 1,4,2,United States of America,1,1,,1,1,1961,2,6,1965,,7,4,506
751,First Laotian,4,816,"Vietnam, Democratic Rep.",2,1,,5,1,1961,6,15,1962,,7,3,-9
752,First Iraqi Kurd,5,645,Iraq,1,0,,9,11,1961,11,22,1963,,6,6,500
752,First Iraqi Kurd,5,-8,Kurds,2,0,,9,11,1961,11,22,1963,,6,6,2000
160,Assam,1,750,India,2,,,10,20,1962,11,22,1962,0,7,2,1353
160,Assam,1,710,China (PRC),1,,,10,20,1962,11,22,1962,1,7,1,500
753,Algerian Revolutionaries,4,615,Algeria,1,0,,7,28,1962,1,15,1963,,6,2,800
753,Algerian Revolutionaries,4,-8,ALN,2,0,,7,28,1962,1,15,1963,,6,1,700
755,North Yemen,4,651,Egypt/United Arab Republic,1,1,,12,15,1962,10,16,1967,,6,1,10000
755,North Yemen,4,678,Yemen Arab Republic,1,1,,11,15,1962,9,3,1969,,6,1,-9
755,North Yemen,4,-8,Royalists,2,1,,11,15,1962,9,3,1969,,6,2,-9
756,Second Laotian Phase 1,4,812,Laos,1,1,,3,19,1963,1,12,1968,,7,4,11250
756,Second Laotian Phase 1,4,-8,Pathet Lao,2,1,,3,19,1963,1,12,1968,,7,4,7250
756,Second Laotian Phase 1,4,816,"Vietnam, Democratic Rep.",2,1,,3,19,1963,1,12,1968,,7,4,2250
757,First Ogaden,5,530,Ethiopia,1,1,,6,-9,1963,3,30,1964,,4,1,-9
757,First Ogaden,5,520,Somalia,2,1,,11,-9,1963,3,30,1964,,4,2,-9
757,First Ogaden,5,-8,Ogaden,2,1,,6,-9,1963,3,30,1964,,4,2,-9
758,First South Sudan,5,625,Sudan,1,0,,10,1,1963,2,28,1972,,6,3,-9
758,First South Sudan,5,-8,Anya Nya,2,0,,10,1,1963,2,28,1972,,6,3,-9
760,Second DRC (Jeunesse),5,490,Congo,1,0,,10,-9,1963,1,1,1965,,4,1,-9
760,Second DRC (Jeunesse),5,-8,Juenesse warriors,2,0,,10,-9,1963,1,1,1965,,4,2,-9
761,First Rwanda,4,517,Rwanda,1,0,,11,15,1963,2,6,1964,,4,1,100
761,First Rwanda,4,-8,Watusi,2,0,,11,15,1963,2,6,1964,,4,2,900
471,Mozambique-Portuguese,2,235,Portugal,1,,,9,25,1964,6,25,1975,0,4,2,3500
471,Mozambique-Portuguese,2,-8,Mozambique,2,,,9,25,1964,6,25,1975,1,4,1,10000
756,Second Laotian Phase 1,4,2,United States of America,1,1,,5,19,1964,1,12,1968,,7,4,200
762,Third DRC (Simba) Rebellion,4,211,Belgium,1,1,,11,24,1964,9,14,1965,,4,1,4
762,Third DRC (Simba) Rebellion,4,490,Congo,1,1,,1,1,1964,9,14,1965,,4,1,250
762,Third DRC (Simba) Rebellion,4,-8,Gbenye followers,2,1,,1,1,1964,9,14,1965,,4,2,4000
763,Zanzibar Arab-African,4,511,Zanzibar,1,0,,1,12,1964,1,15,1964,,4,2,-9
763,Zanzibar Arab-African,4,-8,Africans,2,0,,1,12,1964,1,15,1964,,4,1,-9
163,"Vietnam War, Phase 2",1,2,United States of America,2,,,2,7,1965,1,27,1973,1,7,2,58153
163,"Vietnam War, Phase 2",1,732,South Korea,2,,,5,1,1965,1,28,1973,0,7,2,4687
163,"Vietnam War, Phase 2",1,817,South Vietnam,2,,,2,7,1965,4,30,1975,0,7,2,254257
163,"Vietnam War, Phase 2",1,816,Vietnam,1,,,2,7,1965,4,30,1975,0,7,1,700000
163,"Vietnam War, Phase 2",1,900,Australia,2,,,2,7,1965,12,20,1972,0,7,2,494
166,Second Kashmir,1,750,India,2,,,8,5,1965,9,23,1965,0,7,2,3261
166,Second Kashmir,1,770,Pakistan,1,,,8,5,1965,9,23,1965,1,7,1,3800
765,Second Iraqi Kurds,5,645,Iraq,1,0,,4,3,1965,6,21,1966,,6,3,500
765,Second Iraqi Kurds,5,-8,Kurds,2,0,,4,3,1965,6,21,1966,,6,3,2500
766,Dominican Republic,4,2,United States of America,1,1,,4,29,1965,9,6,1965,,1,7,27
766,Dominican Republic,4,42,Dominican Republic,1,1,,4,25,1965,9,6,1965,,1,7,2500
766,Dominican Republic,4,-8,Leftists,2,1,,4,25,1965,9,6,1965,,1,7,-9
767,First West Papua,5,850,Indonesia,1,0,,7,26,1965,7,17,1969,,7,6,-9
767,First West Papua,5,-8,"OPM, West Papua",2,0,,7,26,1965,7,17,1969,,7,6,-9
163,"Vietnam War, Phase 2",1,840,Philippines,2,,,10,1,1966,1,28,1973,0,7,2,1000
768,First Uganda,5,500,Uganda,1,0,,5,23,1966,6,1,1966,,4,1,-9
768,First Uganda,5,-8,Buganda Tribe,2,0,,5,23,1966,6,1,1966,,4,2,-9
770,First Guatemala,4,2,United States,1,1,,10,-9,1966,8,-9,1968,,1,1,28
770,First Guatemala,4,90,Guatemala,1,1,,10,-9,1966,8,-9,1968,,1,1,200
770,First Guatemala,4,-8,Leftists,2,1,,10,-9,1966,8,-9,1968,,1,2,800
771,First Chad (FROLINAT) Rebellion,5,483,Chad,1,1,,11,-9,1966,6,16,1971,,4,1,500
771,First Chad (FROLINAT) Rebellion,5,-8,Frolinat Rebels,2,1,,11,-9,1966,6,16,1971,,4,2,3000
163,"Vietnam War, Phase 2",1,800,Thailand,2,,,10,1,1967,1,28,1973,0,7,2,351
169,Six Day War,1,666,Israel,1,,,6,5,1967,6,10,1967,1,6,1,1000
169,Six Day War,1,651,Egypt,2,,,6,5,1967,6,10,1967,0,6,2,10000
169,Six Day War,1,663,Jordan,2,,,6,5,1967,6,10,1967,0,6,2,6100
169,Six Day War,1,652,Syria,2,,,6,5,1967,6,10,1967,0,6,2,2500
772,Cultural Revolution Phase 1,6,-8,Red Guard,1,0,,1,9,1967,9,4,1967,,7,4,-9
772,Cultural Revolution Phase 1,6,-8,Regional military,2,0,,1,9,1967,9,4,1967,,7,4,-9
773,Third Burmese,5,775,Burma,1,0,,6,-9,1967,10,22,1980,,7,7,6800
773,Third Burmese,5,-8,Karens & Communists,2,0,,6,-9,1967,10,22,1980,,7,7,22400
775,Biafra,5,475,Nigeria,1,0,,7,6,1967,1,12,1970,,4,1,-9
775,Biafra,5,-8,Biafrans,2,0,,7,6,1967,1,12,1970,,4,2,-9
776,Cultural Revolution Phase 2,4,710,China,1,0,,9,5,1967,9,1,1968,,7,1,-9
776,Cultural Revolution Phase 2,4,-8,Red Guard,2,0,,9,5,1967,9,1,1968,,7,2,-9
170,"Second Laotian, Phase 2",1,2,United States of America,2,,,1,13,1968,4,17,1973,0,7,2,375
170,"Second Laotian, Phase 2",1,812,Laos,2,,,1,13,1968,4,17,1973,0,7,2,11250
170,"Second Laotian, Phase 2",1,816,Vietnam,1,,,1,13,1968,4,17,1973,1,7,1,2250
771,First Chad (FROLINAT) Rebellion,5,220,France,1,1,,8,-9,1968,6,16,1971,,4,1,50
172,War of Attrition,1,651,Egypt,2,,,3,6,1969,8,7,1970,1,6,6,5000
172,War of Attrition,1,666,Israel,1,,,3,6,1969,8,7,1970,0,6,6,368
175,Football War,1,91,Honduras,2,,,7,14,1969,7,18,1969,0,1,2,1200
175,Football War,1,92,El Salvador,1,,,7,14,1969,7,18,1969,1,1,1,700
777,Third Iraqi Kurds,5,645,Iraq,1,0,,1,3,1969,3,11,1970,,6,3,800
777,Third Iraqi Kurds,5,-8,Kurds,2,0,,1,3,1969,3,11,1970,,6,3,3200
163,"Vietnam War, Phase 2",1,811,Cambodia,2,,,3,1,1970,4,17,1975,0,7,2,2500
170,"Second Laotian, Phase 2",1,800,Thailand,2,,,3,17,1970,4,17,1973,0,7,2,-9
176,Communist Coalition,1,816,Vietnam,1,,,3,23,1970,7,2,1971,1,7,4,400
176,Communist Coalition,1,2,United States of America,2,,,5,1,1970,7,2,1971,0,7,4,125
176,Communist Coalition,1,811,Cambodia,2,,,3,23,1970,7,2,1971,0,7,4,5000
176,Communist Coalition,1,817,South Vietnam,2,,,5,1,1970,7,2,1971,0,7,4,1000
778,Naxalite Rebellion,5,750,India,1,0,,2,-9,1970,11,-9,1971,,7,1,100
778,Naxalite Rebellion,5,-8,Naxalite Marxists,2,0,,2,-9,1970,11,-9,1971,,7,2,2000
780,Black September,4,663,Jordan,1,1,,9,13,1970,9,24,1970,,6,1,750
780,Black September,4,652,Syria,2,1,,9,20,1970,9,23,1970,,6,2,100
780,Black September,4,-8,Palestinians,2,1,,9,13,1970,9,24,1970,,6,2,2690
781,Second Guatemala,4,90,Guatemala,1,0,,11,15,1970,9,15,1971,,1,1,50
781,Second Guatemala,4,-8,Leftists,2,0,,11,15,1970,9,15,1971,,1,2,950
178,Bangladesh,1,750,India,1,,,12,3,1971,12,17,1971,0,7,1,3241
178,Bangladesh,1,770,Pakistan,2,,,12,3,1971,12,17,1971,1,7,2,7982
782,Pakistan-Bengal,5,770,Pakistan,1,0,,3,25,1971,12,2,1971,,7,4,2500
782,Pakistan-Bengal,5,-8,Bengalis,2,0,,3,25,1971,12,2,1971,,7,4,-9
783,First Sri Lanka-JVP,4,780,Sri Lanka,1,0,,4,6,1971,5,16,1971,,7,1,53
783,First Sri Lanka-JVP,4,-8,Janatha Vimukthi- JVP,2,0,,4,6,1971,5,16,1971,,7,2,4000
785,Khmer Rouge,4,2,United States of America,1,1,,7,3,1971,8,15,1973,,7,2,375
785,Khmer Rouge,4,811,Cambodia,1,1,,7,3,1971,4,17,1975,,7,2,45000
785,Khmer Rouge,4,-8,Khmer Rouge,2,1,,7,3,1971,4,17,1975,,7,1,40000
786,First Philippine-Moro,5,840,Philippines,1,0,,1,1,1972,4,19,1981,,7,1,10000
786,First Philippine-Moro,5,-8,MNLF Moros,2,0,,1,1,1972,4,19,1981,,7,2,20000
787,Communist Insurgency,4,800,Thailand,1,0,,1,-9,1972,10,15,1973,,7,6,1500
787,Communist Insurgency,4,-8,Communists,2,0,,1,-9,1972,10,15,1973,,7,6,700
788,Eritrean Split,7,-8,ELF,1,0,,2,-9,1972,-9,-9,1974,,4,6,-9
788,Eritrean Split,7,-8,EPLF,2,0,,2,-9,1972,-9,-9,1974,,4,6,-9
789,First Burundi,4,516,Burundi,1,0,,4,29,1972,5,25,1972,,4,1,500
789,First Burundi,4,-8,Hutu,2,0,,4,29,1972,5,25,1972,,4,2,1500
790,Philippines-NPA,4,840,Philippines,1,0,,10,1,1972,12,31,1992,,7,6,9000
790,Philippines-NPA,4,-8,NPA,2,0,,10,1,1972,12,31,1992,,7,6,22000
791,Rhodesia,4,552,Rhodesia,1,0,,12,28,1972,12,28,1979,,4,2,1000
791,Rhodesia,4,-8,Patriotic Front,2,0,,12,28,1972,12,28,1979,,4,1,10000
181,Yom Kippur War,1,651,Egypt,2,,,10,6,1973,10,24,1973,1,6,2,7700
181,Yom Kippur War,1,670,Saudi Arabia,2,,,10,10,1973,10,24,1973,0,6,2,100
181,Yom Kippur War,1,666,Israel,1,,,10,6,1973,10,24,1973,0,6,1,2838
181,Yom Kippur War,1,663,Jordan,2,,,10,10,1973,10,24,1973,0,6,2,23
181,Yom Kippur War,1,652,Syria,2,,,10,6,1973,10,24,1973,1,6,2,3500
181,Yom Kippur War,1,645,Iraq,2,,,10,6,1973,10,24,1973,0,6,2,278
792,Baluchi Separatists,5,770,Pakistan,1,0,,1,23,1973,7,-9,1977,,7,1,3300
792,Baluchi Separatists,5,-8,Baluchi Rebels,2,0,,1,23,1973,7,-9,1977,,7,2,5300
793,Chilean Coup of 1973,4,155,Chile,1,0,,9,11,1973,9,15,1973,,1,2,400
793,Chilean Coup of 1973,4,-8,Pinochet led military,2,0,,9,11,1973,9,15,1973,,1,1,3000
795,Dhofar Rebellion Phase 2,5,200,United Kingdom,1,1,,10,-9,1973,12,11,1975,,6,1,35
795,Dhofar Rebellion Phase 2,5,630,Iran,1,1,,10,-9,1973,12,11,1975,,6,1,100
795,Dhofar Rebellion Phase 2,5,698,Oman,1,1,,10,-9,1973,12,11,1975,,6,1,370
795,Dhofar Rebellion Phase 2,5,-8,PFLOAG,2,1,,10,-9,1973,12,11,1975,,6,2,2500
184,Turco-Cypriot,1,640,Turkey,1,,,7,20,1974,8,16,1974,1,2,1,1000
184,Turco-Cypriot,1,352,Cyprus,2,,,7,20,1974,8,16,1974,0,2,2,500
797,Fourth Iraqi Kurds,5,645,Iraq,1,1,,3,18,1974,4,3,1975,,6,1,7000
797,Fourth Iraqi Kurds,5,630,Iran,2,1,,3,18,1974,3,6,1975,,6,2,-9
797,Fourth Iraqi Kurds,5,-8,Kurds,2,1,,3,18,1974,4,3,1975,,6,2,13000
186,War over Angola,1,40,Cuba,1,,,10,23,1975,2,12,1976,0,4,4,1500
186,War over Angola,1,560,South Africa,2,,,10,23,1975,2,12,1976,1,4,4,100
186,War over Angola,1,490,Democratic Republic of the Congo,2,,,10,23,1975,2,12,1976,0,4,4,100
186,War over Angola,1,540,Angola,1,,,11,11,1975,2,12,1976,0,4,4,1000
472,"East Timorese, Phase 2",3,850,Indonesia,1,,,10,16,1975,7,17,1976,1,7,4,12500
472,"East Timorese, Phase 2",3,-8,Fretilin & UDT,2,,,10,16,1975,7,17,1976,0,7,4,20000
473,Namibian,2,560,South Africa,1,,,10,17,1975,12,13,1988,1,4,2,1100
473,Namibian,2,-8,SWAPO-Namibia,2,,,10,17,1975,12,13,1988,0,4,1,19000
474,Western Saharan,3,600,Morocco,1,,,12,11,1975,12,23,1983,0,6,7,9500
474,Western Saharan,3,435,Mauritania,1,,,12,11,1975,8,5,1979,0,6,7,2000
474,Western Saharan,3,-8,Polisario,2,,,12,11,1975,12,23,1983,1,6,7,4000
798,Eritrean War,5,530,Ethiopia,1,1,,1,31,1975,12,-9,1978,,4,1,6100
798,Eritrean War,5,-8,Eritrean Peo. Lib.,2,1,,1,31,1975,12,-9,1978,,4,2,6400
800,Argentine Leftists,4,160,Argentina,1,0,,2,-9,1975,3,-9,1977,,1,1,250
800,Argentine Leftists,4,-8,"Montoneros, ERP",2,0,,2,-9,1975,3,-9,1977,,1,2,2600
801,Second Lebanese,7,660,Maronite militias,1,1,,4,13,1975,11,15,1976,,6,3,-9
801,Second Lebanese,7,-8,Lebanese National Movement,2,1,,4,13,1975,11,15,1976,,6,3,-9
474,Western Saharan,3,615,Algeria,2,,,1,27,1976,3,6,1976,0,6,7,500
798,Eritrean War,5,40,Cuba,1,1,,12,5,1976,12,-9,1978,,4,1,-9
801,Second Lebanese,7,652,Syria,1,1,,5,31,1976,11,15,1976,,6,3,500
802,Second West Papua,5,850,Indonesia,1,0,,1,1,1976,4,14,1978,,7,6,100
802,Second West Papua,5,-8,"OPR, West Papua",2,0,,1,1,1976,4,14,1978,,7,6,2000
803,Third Laotian,5,812,Laos,1,1,,4,-9,1976,5,-9,1979,,7,1,1000
803,Third Laotian,5,816,Vietnam,1,1,,1,-9,1976,5,-9,1979,,7,1,1000
803,Third Laotian,5,-8,Hmong,2,1,,4,-9,1976,5,-9,1979,,7,2,5000
804,Angolan Control,4,40,Cuba,1,1,,2,13,1976,5,15,1991,,4,3,5500
804,Angolan Control,4,540,Angola,1,1,,2,13,1976,5,15,1991,,4,3,-9
804,Angolan Control,4,-8,UNITA,2,1,,2,13,1976,5,15,1991,,4,3,-9
804,Angolan Control,4,560,South Africa,2,1,,2,13,1976,6,-9,1989,,4,3,800
805,Second Ogaden Phase 1,5,40,Cuba,1,1,,7,1,1976,7,22,1977,,4,4,1500
805,Second Ogaden Phase 1,5,530,Ethiopia,1,1,,7,1,1976,7,22,1977,,4,4,9000
805,Second Ogaden Phase 1,5,520,Somalia,2,1,,7,1,1976,7,22,1977,,4,4,1900
805,Second Ogaden Phase 1,5,-8,WSLF,2,1,,7,1,1976,7,22,1977,,4,4,20000
806,East Timorese War Phase 3,5,850,Indonesia,1,0,,7,18,1976,5,26,1979,,7,1,1800
806,East Timorese War Phase 3,5,-8,Fretilin,2,0,,7,18,1976,5,26,1979,,7,2,-9
187,"Second Ogaden War, Phase 2",1,530,Ethiopia,1,,,7,23,1977,3,9,1978,0,4,4,1800
187,"Second Ogaden War, Phase 2",1,40,Cuba,1,,,11,23,1977,3,9,1978,0,4,4,700
187,"Second Ogaden War, Phase 2",1,520,Somalia,2,,,7,23,1977,3,9,1978,1,4,4,8000
189,Vietnamese-Cambodian,1,816,Vietnam,1,,,9,24,1977,1,8,1979,0,7,4,3000
189,Vietnamese-Cambodian,1,811,Cambodia,2,,,9,24,1977,1,8,1979,1,7,4,5000
190,Ugandian-Tanzanian,1,500,Uganda,2,,,10,28,1978,4,11,1979,1,4,2,1500
190,Ugandian-Tanzanian,1,510,Tanzania,1,,,10,28,1978,4,11,1979,0,4,1,1000
807,Third Lebanese,7,-8,Lebanese Forces,1,1,,2,1,1978,10,4,1978,,6,6,1500
807,Third Lebanese,7,666,Israel,1,1,,3,14,1978,10,4,1978,,6,6,-9
807,Third Lebanese,7,-8,PLO & Shiite militia,2,1,,2,1,1978,10,4,1978,,6,6,800
807,Third Lebanese,7,652,Syria,2,1,,2,1,1978,10,4,1978,,6,6,800
808,Second Ogaden Phase 3,5,40,Cuba,1,1,,3,10,1978,12,3,1980,,4,1,-9
808,Second Ogaden Phase 3,5,530,Ethiopia,1,1,,3,10,1978,12,3,1980,,4,1,2000
808,Second Ogaden Phase 3,5,-8,"Ogaden, WSLF",2,1,,3,10,1978,12,3,1980,,4,2,20000
809,Third Guatemala,4,90,Guatemala,1,0,,3,12,1978,4,13,1984,,1,1,1250
809,Third Guatemala,4,-8,The Democratic Front Against Repression (FDCR),2,0,,3,12,1978,4,13,1984,,1,2,4750
810,Saur Revolution,4,700,Afghanistan,1,0,,4,27,1978,4,28,1978,,7,2,1800
810,Saur Revolution,4,-8,Leftist Military,2,0,,4,27,1978,4,28,1978,,7,1,1200
