ccode1,ccode2,year,country1,country2
101,100,1925,Venezuela,Colombia
101,100,1930,Venezuela,Colombia
101,100,1935,Venezuela,Colombia
101,100,1940,Venezuela,Colombia
101,100,1950,Venezuela,Colombia
101,100,1955,Venezuela,Colombia
101,100,1960,Venezuela,Colombia
101,100,1965,Venezuela,Colombia
101,100,1970,Venezuela,Colombia
101,100,1975,Venezuela,Colombia
101,100,1980,Venezuela,Colombia
101,100,1985,Venezuela,Colombia
101,100,1990,Venezuela,Colombia
101,100,1995,Venezuela,Colombia
101,100,2000,Venezuela,Colombia
101,100,2005,Venezuela,Colombia
101,110,1970,Venezuela,Guyana
101,110,1975,Venezuela,Guyana
101,110,1980,Venezuela,Guyana
101,110,1985,Venezuela,Guyana
101,110,1990,Venezuela,Guyana
101,110,1995,Venezuela,Guyana
101,110,2000,Venezuela,Guyana
101,110,2005,Venezuela,Guyana
101,115,1980,Venezuela,Suriname
101,115,1985,Venezuela,Suriname
101,115,1990,Venezuela,Suriname
101,115,1995,Venezuela,Suriname
101,115,2000,Venezuela,Suriname
101,115,2005,Venezuela,Suriname
101,130,1914,Venezuela,Ecuador
101,130,1920,Venezuela,Ecuador
101,130,1925,Venezuela,Ecuador
101,130,1930,Venezuela,Ecuador
101,130,1935,Venezuela,Ecuador
101,130,1940,Venezuela,Ecuador
101,130,1950,Venezuela,Ecuador
101,130,1955,Venezuela,Ecuador
101,130,1960,Venezuela,Ecuador
101,130,1970,Venezuela,Ecuador
101,130,1975,Venezuela,Ecuador
101,130,1980,Venezuela,Ecuador
101,130,1985,Venezuela,Ecuador
101,130,1990,Venezuela,Ecuador
101,130,1995,Venezuela,Ecuador
101,130,2000,Venezuela,Ecuador
101,130,2005,Venezuela,Ecuador
101,135,1864,Venezuela,Peru
101,135,1884,Venezuela,Peru
101,135,1909,Venezuela,Peru
101,135,1914,Venezuela,Peru
101,135,1920,Venezuela,Peru
101,135,1925,Venezuela,Peru
101,135,1930,Venezuela,Peru
101,135,1935,Venezuela,Peru
101,135,1940,Venezuela,Peru
101,135,1950,Venezuela,Peru
101,135,1955,Venezuela,Peru
101,135,1960,Venezuela,Peru
101,135,1965,Venezuela,Peru
101,135,1970,Venezuela,Peru
101,135,1975,Venezuela,Peru
101,135,1980,Venezuela,Peru
101,135,1985,Venezuela,Peru
101,135,1990,Venezuela,Peru
101,135,1995,Venezuela,Peru
101,135,2000,Venezuela,Peru
101,135,2005,Venezuela,Peru
101,140,1854,Venezuela,Brazil
101,140,1859,Venezuela,Brazil
101,140,1864,Venezuela,Brazil
101,140,1869,Venezuela,Brazil
101,140,1874,Venezuela,Brazil
101,140,1879,Venezuela,Brazil
101,140,1884,Venezuela,Brazil
101,140,1889,Venezuela,Brazil
101,140,1894,Venezuela,Brazil
101,140,1899,Venezuela,Brazil
101,140,1904,Venezuela,Brazil
101,140,1909,Venezuela,Brazil
101,140,1914,Venezuela,Brazil
101,140,1920,Venezuela,Brazil
101,140,1925,Venezuela,Brazil
101,140,1930,Venezuela,Brazil
101,140,1935,Venezuela,Brazil
101,140,1940,Venezuela,Brazil
101,140,1950,Venezuela,Brazil
101,140,1955,Venezuela,Brazil
101,140,1960,Venezuela,Brazil
101,140,1965,Venezuela,Brazil
101,140,1970,Venezuela,Brazil
101,140,1975,Venezuela,Brazil
101,140,1980,Venezuela,Brazil
101,140,1985,Venezuela,Brazil
101,140,1990,Venezuela,Brazil
101,140,1995,Venezuela,Brazil
101,140,2000,Venezuela,Brazil
101,140,2005,Venezuela,Brazil
101,145,1904,Venezuela,Bolivia
101,145,1909,Venezuela,Bolivia
101,145,1914,Venezuela,Bolivia
101,145,1920,Venezuela,Bolivia
101,145,1925,Venezuela,Bolivia
101,145,1930,Venezuela,Bolivia
101,145,1935,Venezuela,Bolivia
101,145,1940,Venezuela,Bolivia
101,145,1950,Venezuela,Bolivia
101,145,1955,Venezuela,Bolivia
101,145,1960,Venezuela,Bolivia
101,145,1965,Venezuela,Bolivia
101,145,1970,Venezuela,Bolivia
101,145,1975,Venezuela,Bolivia
101,145,1980,Venezuela,Bolivia
101,145,1985,Venezuela,Bolivia
101,145,1990,Venezuela,Bolivia
101,145,1995,Venezuela,Bolivia
101,145,2000,Venezuela,Bolivia
101,145,2005,Venezuela,Bolivia
101,150,1909,Venezuela,Paraguay
101,150,1914,Venezuela,Paraguay
101,150,1920,Venezuela,Paraguay
101,150,1925,Venezuela,Paraguay
101,150,1950,Venezuela,Paraguay
101,150,1955,Venezuela,Paraguay
101,150,1960,Venezuela,Paraguay
101,150,1965,Venezuela,Paraguay
101,150,1970,Venezuela,Paraguay
101,150,1975,Venezuela,Paraguay
101,150,1980,Venezuela,Paraguay
101,150,1985,Venezuela,Paraguay
101,150,1990,Venezuela,Paraguay
101,150,1995,Venezuela,Paraguay
101,150,2000,Venezuela,Paraguay
101,150,2005,Venezuela,Paraguay
101,155,1869,Venezuela,Chile
101,155,1904,Venezuela,Chile
101,155,1909,Venezuela,Chile
101,155,1920,Venezuela,Chile
101,155,1925,Venezuela,Chile
101,155,1930,Venezuela,Chile
101,155,1935,Venezuela,Chile
101,155,1940,Venezuela,Chile
101,155,1950,Venezuela,Chile
101,155,1955,Venezuela,Chile
101,155,1960,Venezuela,Chile
101,155,1965,Venezuela,Chile
101,155,1970,Venezuela,Chile
101,155,1975,Venezuela,Chile
101,155,1980,Venezuela,Chile
101,155,1985,Venezuela,Chile
101,155,1990,Venezuela,Chile
101,155,1995,Venezuela,Chile
101,155,2000,Venezuela,Chile
101,155,2005,Venezuela,Chile
101,160,1884,Venezuela,Argentina
101,160,1894,Venezuela,Argentina
101,160,1914,Venezuela,Argentina
101,160,1920,Venezuela,Argentina
101,160,1925,Venezuela,Argentina
101,160,1930,Venezuela,Argentina
101,160,1935,Venezuela,Argentina
101,160,1940,Venezuela,Argentina
101,160,1950,Venezuela,Argentina
101,160,1955,Venezuela,Argentina
101,160,1960,Venezuela,Argentina
101,160,1965,Venezuela,Argentina
101,160,1970,Venezuela,Argentina
101,160,1975,Venezuela,Argentina
101,160,1980,Venezuela,Argentina
101,160,1985,Venezuela,Argentina
101,160,1990,Venezuela,Argentina
101,160,1995,Venezuela,Argentina
101,160,2000,Venezuela,Argentina
101,160,2005,Venezuela,Argentina
101,165,1914,Venezuela,Uruguay
101,165,1925,Venezuela,Uruguay
101,165,1930,Venezuela,Uruguay
101,165,1935,Venezuela,Uruguay
101,165,1940,Venezuela,Uruguay
101,165,1950,Venezuela,Uruguay
101,165,1960,Venezuela,Uruguay
101,165,1965,Venezuela,Uruguay
101,165,1970,Venezuela,Uruguay
101,165,1975,Venezuela,Uruguay
101,165,1985,Venezuela,Uruguay
101,165,1990,Venezuela,Uruguay
101,165,1995,Venezuela,Uruguay
101,165,2000,Venezuela,Uruguay
101,165,2005,Venezuela,Uruguay
101,200,1844,Venezuela,United Kingdom
101,200,1849,Venezuela,United Kingdom
101,200,1854,Venezuela,United Kingdom
101,200,1859,Venezuela,United Kingdom
101,200,1864,Venezuela,United Kingdom
101,200,1869,Venezuela,United Kingdom
101,200,1874,Venezuela,United Kingdom
101,200,1879,Venezuela,United Kingdom
101,200,1884,Venezuela,United Kingdom
101,200,1894,Venezuela,United Kingdom
101,200,1899,Venezuela,United Kingdom
101,200,1904,Venezuela,United Kingdom
101,200,1909,Venezuela,United Kingdom
101,200,1914,Venezuela,United Kingdom
101,200,1920,Venezuela,United Kingdom
101,200,1925,Venezuela,United Kingdom
101,200,1930,Venezuela,United Kingdom
101,200,1935,Venezuela,United Kingdom
101,200,1940,Venezuela,United Kingdom
101,200,1950,Venezuela,United Kingdom
101,200,1955,Venezuela,United Kingdom
101,200,1960,Venezuela,United Kingdom
101,200,1965,Venezuela,United Kingdom
101,200,1970,Venezuela,United Kingdom
101,200,1975,Venezuela,United Kingdom
101,200,1980,Venezuela,United Kingdom
101,200,1985,Venezuela,United Kingdom
101,200,1990,Venezuela,United Kingdom
101,200,1995,Venezuela,United Kingdom
101,200,2000,Venezuela,United Kingdom
101,200,2005,Venezuela,United Kingdom
101,210,1869,Venezuela,Netherlands
101,210,1874,Venezuela,Netherlands
101,210,1894,Venezuela,Netherlands
101,210,1904,Venezuela,Netherlands
101,210,1909,Venezuela,Netherlands
101,210,1914,Venezuela,Netherlands
101,210,1920,Venezuela,Netherlands
101,210,1925,Venezuela,Netherlands
101,210,1930,Venezuela,Netherlands
101,210,1935,Venezuela,Netherlands
101,210,1940,Venezuela,Netherlands
101,210,1950,Venezuela,Netherlands
101,210,1955,Venezuela,Netherlands
101,210,1960,Venezuela,Netherlands
101,210,1965,Venezuela,Netherlands
101,210,1970,Venezuela,Netherlands
101,210,1975,Venezuela,Netherlands
101,210,1980,Venezuela,Netherlands
101,210,1985,Venezuela,Netherlands
101,210,1990,Venezuela,Netherlands
101,210,1995,Venezuela,Netherlands
101,210,2000,Venezuela,Netherlands
101,210,2005,Venezuela,Netherlands
101,211,1884,Venezuela,Belgium
101,211,1889,Venezuela,Belgium
101,211,1894,Venezuela,Belgium
101,211,1904,Venezuela,Belgium
101,211,1914,Venezuela,Belgium
101,211,1920,Venezuela,Belgium
101,211,1925,Venezuela,Belgium
101,211,1930,Venezuela,Belgium
101,211,1935,Venezuela,Belgium
101,211,1940,Venezuela,Belgium
101,211,1950,Venezuela,Belgium
101,211,1955,Venezuela,Belgium
101,211,1960,Venezuela,Belgium
101,211,1965,Venezuela,Belgium
101,211,1970,Venezuela,Belgium
101,211,1975,Venezuela,Belgium
101,211,1980,Venezuela,Belgium
101,211,1985,Venezuela,Belgium
101,211,1990,Venezuela,Belgium
101,211,1995,Venezuela,Belgium
101,211,2000,Venezuela,Belgium
101,211,2005,Venezuela,Belgium
101,212,1955,Venezuela,Luxembourg
101,212,1960,Venezuela,Luxembourg
101,212,1965,Venezuela,Luxembourg
101,212,1970,Venezuela,Luxembourg
101,212,1975,Venezuela,Luxembourg
101,212,1980,Venezuela,Luxembourg
101,220,1844,Venezuela,France
101,220,1849,Venezuela,France
101,220,1854,Venezuela,France
101,220,1859,Venezuela,France
101,220,1864,Venezuela,France
101,220,1869,Venezuela,France
101,220,1874,Venezuela,France
101,220,1879,Venezuela,France
101,220,1884,Venezuela,France
101,220,1889,Venezuela,France
101,220,1894,Venezuela,France
101,220,1899,Venezuela,France
101,220,1904,Venezuela,France
101,220,1914,Venezuela,France
101,220,1920,Venezuela,France
101,220,1925,Venezuela,France
101,220,1930,Venezuela,France
101,220,1935,Venezuela,France
101,220,1940,Venezuela,France
101,220,1950,Venezuela,France
101,220,1955,Venezuela,France
101,220,1960,Venezuela,France
101,220,1965,Venezuela,France
101,220,1970,Venezuela,France
101,220,1975,Venezuela,France
101,220,1980,Venezuela,France
101,220,1985,Venezuela,France
101,220,1990,Venezuela,France
101,220,1995,Venezuela,France
101,220,2000,Venezuela,France
101,220,2005,Venezuela,France
101,225,1904,Venezuela,Switzerland
101,225,1925,Venezuela,Switzerland
101,225,1935,Venezuela,Switzerland
101,225,1940,Venezuela,Switzerland
101,225,1950,Venezuela,Switzerland
101,225,1955,Venezuela,Switzerland
101,225,1960,Venezuela,Switzerland
101,225,1965,Venezuela,Switzerland
101,225,1970,Venezuela,Switzerland
101,225,1975,Venezuela,Switzerland
101,225,1980,Venezuela,Switzerland
101,225,1985,Venezuela,Switzerland
101,225,1990,Venezuela,Switzerland
101,225,1995,Venezuela,Switzerland
101,225,2000,Venezuela,Switzerland
101,225,2005,Venezuela,Switzerland
101,230,1849,Venezuela,Spain
101,230,1854,Venezuela,Spain
101,230,1859,Venezuela,Spain
101,230,1864,Venezuela,Spain
101,230,1869,Venezuela,Spain
101,230,1874,Venezuela,Spain
101,230,1879,Venezuela,Spain
101,230,1884,Venezuela,Spain
101,230,1889,Venezuela,Spain
101,230,1894,Venezuela,Spain
101,230,1899,Venezuela,Spain
101,230,1904,Venezuela,Spain
101,230,1909,Venezuela,Spain
101,230,1914,Venezuela,Spain
101,230,1920,Venezuela,Spain
101,230,1925,Venezuela,Spain
101,230,1930,Venezuela,Spain
101,230,1935,Venezuela,Spain
101,230,1940,Venezuela,Spain
101,230,1950,Venezuela,Spain
101,230,1955,Venezuela,Spain
101,230,1960,Venezuela,Spain
101,230,1965,Venezuela,Spain
101,230,1970,Venezuela,Spain
101,230,1975,Venezuela,Spain
101,230,1980,Venezuela,Spain
101,230,1985,Venezuela,Spain
101,230,1990,Venezuela,Spain
101,230,1995,Venezuela,Spain
101,230,2000,Venezuela,Spain
101,230,2005,Venezuela,Spain
101,235,1854,Venezuela,Portugal
101,235,1914,Venezuela,Portugal
101,235,1920,Venezuela,Portugal
101,235,1925,Venezuela,Portugal
101,235,1930,Venezuela,Portugal
101,235,1935,Venezuela,Portugal
101,235,1950,Venezuela,Portugal
101,235,1955,Venezuela,Portugal
101,235,1960,Venezuela,Portugal
101,235,1965,Venezuela,Portugal
101,235,1970,Venezuela,Portugal
101,235,1975,Venezuela,Portugal
101,235,1980,Venezuela,Portugal
101,235,1985,Venezuela,Portugal
101,235,1990,Venezuela,Portugal
101,235,1995,Venezuela,Portugal
101,235,2000,Venezuela,Portugal
101,235,2005,Venezuela,Portugal
101,255,1874,Venezuela,Germany
101,255,1879,Venezuela,Germany
101,255,1884,Venezuela,Germany
101,255,1889,Venezuela,Germany
101,255,1894,Venezuela,Germany
101,255,1899,Venezuela,Germany
101,255,1904,Venezuela,Germany
101,255,1909,Venezuela,Germany
101,255,1914,Venezuela,Germany
101,255,1920,Venezuela,Germany
101,255,1925,Venezuela,Germany
101,255,1930,Venezuela,Germany
101,255,1935,Venezuela,Germany
101,255,1940,Venezuela,Germany
101,255,1990,Venezuela,Germany
101,255,1995,Venezuela,Germany
101,255,2000,Venezuela,Germany
101,255,2005,Venezuela,Germany
101,260,1955,Venezuela,German Federal Republic
101,260,1960,Venezuela,German Federal Republic
101,260,1965,Venezuela,German Federal Republic
101,260,1970,Venezuela,German Federal Republic
101,260,1975,Venezuela,German Federal Republic
101,260,1980,Venezuela,German Federal Republic
101,260,1985,Venezuela,German Federal Republic
101,265,1980,Venezuela,German Democratic Republic
101,265,1985,Venezuela,German Democratic Republic
101,290,1955,Venezuela,Poland
101,290,1960,Venezuela,Poland
101,290,1965,Venezuela,Poland
101,290,1970,Venezuela,Poland
101,290,1975,Venezuela,Poland
101,290,1980,Venezuela,Poland
101,290,1985,Venezuela,Poland
101,290,1990,Venezuela,Poland
101,290,1995,Venezuela,Poland
101,290,2000,Venezuela,Poland
101,290,2005,Venezuela,Poland
101,305,1955,Venezuela,Austria
101,305,1960,Venezuela,Austria
101,305,1965,Venezuela,Austria
101,305,1970,Venezuela,Austria
101,305,1975,Venezuela,Austria
101,305,1980,Venezuela,Austria
101,305,1985,Venezuela,Austria
101,305,1990,Venezuela,Austria
101,305,1995,Venezuela,Austria
101,305,2000,Venezuela,Austria
101,305,2005,Venezuela,Austria
101,310,1935,Venezuela,Hungary
101,310,1975,Venezuela,Hungary
101,310,1980,Venezuela,Hungary
101,310,1985,Venezuela,Hungary
101,310,1990,Venezuela,Hungary
101,310,1995,Venezuela,Hungary
101,310,2000,Venezuela,Hungary
101,310,2005,Venezuela,Hungary
101,315,1935,Venezuela,Czechoslovakia
101,315,1950,Venezuela,Czechoslovakia
101,315,1975,Venezuela,Czechoslovakia
101,315,1980,Venezuela,Czechoslovakia
101,315,1985,Venezuela,Czechoslovakia
101,315,1990,Venezuela,Czechoslovakia
101,316,1995,Venezuela,Czech Republic
101,316,2000,Venezuela,Czech Republic
101,316,2005,Venezuela,Czech Republic
101,325,1869,Venezuela,Italy
101,325,1874,Venezuela,Italy
101,325,1879,Venezuela,Italy
101,325,1889,Venezuela,Italy
101,325,1894,Venezuela,Italy
101,325,1899,Venezuela,Italy
101,325,1904,Venezuela,Italy
101,325,1909,Venezuela,Italy
101,325,1914,Venezuela,Italy
101,325,1920,Venezuela,Italy
101,325,1925,Venezuela,Italy
101,325,1930,Venezuela,Italy
101,325,1935,Venezuela,Italy
101,325,1940,Venezuela,Italy
101,325,1950,Venezuela,Italy
101,325,1955,Venezuela,Italy
101,325,1960,Venezuela,Italy
101,325,1965,Venezuela,Italy
101,325,1970,Venezuela,Italy
101,325,1975,Venezuela,Italy
101,325,1980,Venezuela,Italy
101,325,1985,Venezuela,Italy
101,325,1990,Venezuela,Italy
101,325,1995,Venezuela,Italy
101,325,2000,Venezuela,Italy
101,325,2005,Venezuela,Italy
101,344,2005,Venezuela,Croatia
101,345,1955,Venezuela,Yugoslavia
101,345,1960,Venezuela,Yugoslavia
101,345,1965,Venezuela,Yugoslavia
101,345,1970,Venezuela,Yugoslavia
101,345,1975,Venezuela,Yugoslavia
101,345,1980,Venezuela,Yugoslavia
101,345,1985,Venezuela,Yugoslavia
101,345,1990,Venezuela,Yugoslavia
101,345,1995,Venezuela,Yugoslavia
101,345,2000,Venezuela,Yugoslavia
101,345,2005,Venezuela,Yugoslavia
101,350,1970,Venezuela,Greece
101,350,1975,Venezuela,Greece
101,350,1980,Venezuela,Greece
101,350,1985,Venezuela,Greece
101,350,1990,Venezuela,Greece
101,350,1995,Venezuela,Greece
101,350,2000,Venezuela,Greece
101,350,2005,Venezuela,Greece
101,355,1980,Venezuela,Bulgaria
101,355,1985,Venezuela,Bulgaria
101,355,1990,Venezuela,Bulgaria
101,355,1995,Venezuela,Bulgaria
101,355,2000,Venezuela,Bulgaria
101,355,2005,Venezuela,Bulgaria
101,360,1970,Venezuela,Romania
101,360,1975,Venezuela,Romania
101,360,1980,Venezuela,Romania
101,360,1985,Venezuela,Romania
101,360,1990,Venezuela,Romania
101,360,1995,Venezuela,Romania
101,360,2000,Venezuela,Romania
101,360,2005,Venezuela,Romania
101,365,1950,Venezuela,Russia
101,365,1975,Venezuela,Russia
101,365,1980,Venezuela,Russia
101,365,1985,Venezuela,Russia
101,365,1990,Venezuela,Russia
101,365,1995,Venezuela,Russia
101,365,2000,Venezuela,Russia
101,365,2005,Venezuela,Russia
101,375,1940,Venezuela,Finland
101,375,1960,Venezuela,Finland
101,375,1965,Venezuela,Finland
101,375,1970,Venezuela,Finland
101,375,1975,Venezuela,Finland
101,375,1980,Venezuela,Finland
101,375,1985,Venezuela,Finland
101,375,1990,Venezuela,Finland
101,375,1995,Venezuela,Finland
101,375,2000,Venezuela,Finland
101,375,2005,Venezuela,Finland
101,380,1849,Venezuela,Sweden
101,380,1904,Venezuela,Sweden
101,380,1914,Venezuela,Sweden
101,380,1920,Venezuela,Sweden
101,380,1935,Venezuela,Sweden
101,380,1940,Venezuela,Sweden
101,380,1950,Venezuela,Sweden
101,380,1955,Venezuela,Sweden
101,380,1960,Venezuela,Sweden
101,380,1965,Venezuela,Sweden
101,380,1970,Venezuela,Sweden
101,380,1975,Venezuela,Sweden
101,380,1980,Venezuela,Sweden
101,380,1985,Venezuela,Sweden
101,380,1990,Venezuela,Sweden
101,380,1995,Venezuela,Sweden
101,380,2000,Venezuela,Sweden
101,380,2005,Venezuela,Sweden
101,385,1935,Venezuela,Norway
101,385,1940,Venezuela,Norway
101,385,1950,Venezuela,Norway
101,385,1955,Venezuela,Norway
101,385,1960,Venezuela,Norway
101,385,1965,Venezuela,Norway
101,385,1970,Venezuela,Norway
101,385,1975,Venezuela,Norway
101,385,1980,Venezuela,Norway
101,385,1985,Venezuela,Norway
101,385,1990,Venezuela,Norway
101,385,1995,Venezuela,Norway
101,385,2000,Venezuela,Norway
101,385,2005,Venezuela,Norway
101,390,1935,Venezuela,Denmark
101,390,1940,Venezuela,Denmark
101,390,1950,Venezuela,Denmark
101,390,1955,Venezuela,Denmark
101,390,1960,Venezuela,Denmark
101,390,1965,Venezuela,Denmark
101,390,1970,Venezuela,Denmark
101,390,1975,Venezuela,Denmark
101,390,1980,Venezuela,Denmark
101,390,1985,Venezuela,Denmark
101,390,1990,Venezuela,Denmark
101,390,1995,Venezuela,Denmark
101,390,2000,Venezuela,Denmark
101,390,2005,Venezuela,Denmark
101,433,1980,Venezuela,Senegal
101,438,1975,Venezuela,Guinea
101,438,1980,Venezuela,Guinea
101,450,1980,Venezuela,Liberia
101,452,1975,Venezuela,Ghana
101,452,1980,Venezuela,Ghana
101,475,1970,Venezuela,Nigeria
101,475,1975,Venezuela,Nigeria
101,475,1980,Venezuela,Nigeria
101,475,1985,Venezuela,Nigeria
101,475,1990,Venezuela,Nigeria
101,475,1995,Venezuela,Nigeria
101,475,2000,Venezuela,Nigeria
101,475,2005,Venezuela,Nigeria
101,481,1980,Venezuela,Gabon
101,481,1985,Venezuela,Gabon
101,481,1990,Venezuela,Gabon
101,481,1995,Venezuela,Gabon
101,481,2000,Venezuela,Gabon
101,501,1985,Venezuela,Kenya
101,501,1990,Venezuela,Kenya
101,501,1995,Venezuela,Kenya
101,501,2000,Venezuela,Kenya
101,501,2005,Venezuela,Kenya
101,530,1955,Venezuela,Ethiopia
101,530,1960,Venezuela,Ethiopia
101,530,1965,Venezuela,Ethiopia
101,530,1970,Venezuela,Ethiopia
101,530,1975,Venezuela,Ethiopia
101,530,1980,Venezuela,Ethiopia
101,530,1985,Venezuela,Ethiopia
101,530,1990,Venezuela,Ethiopia
101,530,1995,Venezuela,Ethiopia
101,530,2000,Venezuela,Ethiopia
101,530,2005,Venezuela,Ethiopia
101,551,1980,Venezuela,Zambia
101,560,2000,Venezuela,South Africa
101,560,2005,Venezuela,South Africa
101,565,1995,Venezuela,Namibia
101,565,2000,Venezuela,Namibia
101,565,2005,Venezuela,Namibia
101,600,1970,Venezuela,Morocco
101,600,1975,Venezuela,Morocco
101,600,1980,Venezuela,Morocco
101,600,2005,Venezuela,Morocco
101,615,1975,Venezuela,Algeria
101,615,1980,Venezuela,Algeria
101,615,1985,Venezuela,Algeria
101,615,1990,Venezuela,Algeria
101,615,1995,Venezuela,Algeria
101,615,2000,Venezuela,Algeria
101,615,2005,Venezuela,Algeria
101,616,1975,Venezuela,Tunisia
101,616,1980,Venezuela,Tunisia
101,616,1985,Venezuela,Tunisia
101,616,1990,Venezuela,Tunisia
101,616,1995,Venezuela,Tunisia
101,616,2000,Venezuela,Tunisia
101,616,2005,Venezuela,Tunisia
101,620,1975,Venezuela,Libya
101,620,1980,Venezuela,Libya
