,WarNum,WarName,WarType,Ccode,Player,Side,Intnl,Unnamed: 7,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death,stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version,exact_match,war_sum_milex,war_sum_milper,war_sum_irst,war_sum_pec,war_milex_pct,war_milper_pct,war_irst_pct,war_pect_pct
68127,217,Cenepa Valley,1,135,Peru,1,,,1,9,1995,2,27,1995,0,1,3,950,PER,135,1995,874000,115,512,15742,23532,11573,0.0032798,2011,TRUE,1404000,173,547,29760,0.622507123,0.664739884,0.936014625,0.528965054
68332,595,Bolivia-Criollos,4,145,Bolivia,1,0,,11,24,1870,1,15,1871,,1,2,-9,BOL,145,1870,-9,2,0,0,1328,0,0.0004311,2011,TRUE,-9,2,0,0,0,1,0,0
68506,64,War of the Pacific,1,145,Bolivia,2,,,2,14,1879,12,11,1883,0,1,2,920,BOL,145,1879,-9,7,0,0,1456,0,0.0006602,2011,TRUE,-27,16,0,97,0,0.4375,0,0
68724,124,Chaco,1,145,Bolivia,2,,,6,15,1932,6,12,1935,1,1,2,56661,BOL,145,1932,2907,7,0,7,2450,150,0.0007155,2011,TRUE,4719,10,0,7,0.616020343,0.7,0,1
68909,737,Bolivia,4,145,Bolivia,1,0,,4,8,1952,4,11,1952,,1,2,-9,BOL,145,1952,19505,9,0,95,3125,323,0.0005162,2011,TRUE,19505,9,0,95,1,1,0,1
69123,641,First Uruguay,4,165,Uruguay,1,0,,1,1,1904,9,1,1904,,1,1,-9,URU,165,1904,365,5,0,0,1040,286,0.0010541,2011,TRUE,365,5,0,0,1,1,0,0
69367,31,First Spanish-Moroccan,1,600,Morocco,2,,,10,22,1859,3,25,1860,0,6,2,6000,MOR,600,1859,-9,10,0,0,1943,100,0.0027043,2011,TRUE,4396,134,35,615,-0.002047316,0.074626866,0,0
69538,646,Overthrow of Abd el-Aziz,4,600,Morocco,1,1,,8,1,1907,9,1,1908,,6,2,400,MOR,600,1907,-9,6,0,0,4162,140,0.0012532,2011,TRUE,44143,625,2767,55089,-0.000203883,0.0096,0,0
69663,94,Second Spanish-Moroccan,1,600,Morocco,2,,,7,7,1909,3,23,1910,0,6,2,8000,MOR,600,1909,-9,6,0,0,4272,142,0.0012261,2011,TRUE,9232,117,254,6498,-0.00097487,0.051282051,0,0
69914,158,IfniWar,1,600,Morocco,2,,,11,21,1957,4,10,1958,1,6,2,1000,MOR,600,1957,47143,24,0,466,10688,1582,0.0016381,2011,TRUE,3806835,1436,15962,132609,0.012383778,0.016713092,0,0.00351409
70055,474,Western Saharan,3,600,Morocco,1,,,12,11,1975,12,23,1983,0,6,7,9500,MOR,600,1975,412831,75,1,6638,17006,5056,0.002516,2011,TRUE,826460,163,207,19945,0.499517218,0.460122699,0.004830918,0.332815242
70194,211,Gulf War,1,600,Morocco,1,,,1,16,1991,4,11,1991,0,6,1,0,MOR,600,1991,983000,195,7,13004,25020,8321,0.0035127,2011,TRUE,442916070,6255,157888,4430839,0.002219382,0.03117506,4.43352E-05,0.002934884
70246,7,Mexican-American,1,2,United States of America,1,,,4,25,1846,9,14,1847,1,1,1,13283,USA,2,1846,9506,39,777,4863,20794,846,0.0827573,2011,TRUE,14789,59,777,4875,0.642775035,0.661016949,1,0.997538462
70458,572,U.S. Civil War,5,2,United States of America,1,0,,4,10,1861,4,9,1865,,1,1,360000,USA,2,1861,95362,217,664,17660,32351,2759,0.1444292,2011,TRUE,95362,217,664,17660,1,1,1,1
70692,79,Spanish-American,1,2,United States of America,1,,,4,22,1898,8,12,1898,1,13,1,2910,USA,2,1898,60011,236,11963,207271,73494,13162,0.1970619,2011,TRUE,65950,389,12225,211209,0.909946929,0.606683805,0.978568507,0.981354961
70890,414,American-Philippine,2,2,United States of America,1,,,2,4,1899,7,4,1902,0,7,1,4500,USA,2,1899,38588,100,13839,236406,74799,13674,0.1854763,2011,TRUE,38588,100,13839,236406,1,1,1,1
71088,82,Boxer Rebellion,1,2,United States of America,1,,,6,17,1900,8,14,1900,1,7,1,21,USA,2,1900,41481,126,10352,256081,76094,14207,0.1879988,2011,TRUE,270293,3558,19114,532556,0.153466793,0.035413153,0.54159255,0.480852718
71302,106,World War I,1,2,United States of America,1,,,4,17,1917,11,11,1918,0,2,1,116516,USA,2,1917,658584,644,45784,710959,103268,25310,0.2440282,2011,TRUE,7553077,9278,79683,1292901,0.087194133,0.069411511,0.57457676,0.549894385
71500,677,Russian Civil War,4,2,United States of America,2,1,,7,1,1918,4,20,1920,,2,2,275,USA,2,1918,7014226,2897,45176,743925,103208,26020,0.2948715,2011,TRUE,23132848,13094,57481,1022283,0.303214978,0.221246372,0.785929264,0.72770945
71720,139,World War II,1,2,United States of America,1,,,12,7,1941,8,14,1945,0,19,1,405400,USA,2,1941,6301000,1801,75150,1031214,133402,38183,0.2444945,2011,TRUE,39435138,21672,142953,1972270,0.15978136,0.083102621,0.525697257,0.522856404
71926,151,Korean,1,2,United States of America,1,,,6,27,1950,7,27,1953,0,7,6,54487,USA,2,1950,14559000,1460,87848,1241836,152271,43964,0.284443,2011,TRUE,23376515,8330,124959,1700195,0.622804554,0.175270108,0.703014589,0.730407983
72131,743,First Lebanese,4,2,United States of America,1,1,,7,16,1958,9,15,1958,,6,1,1,USA,2,1958,45503008,2411,77342,1437859,174882,49733,0.23447,2011,TRUE,45523820,2420,77342,1437895,0.999542833,0.996280992,1,0.999974963
72331,748,Vietnam Phase 1,4,2,United States of America,1,1,,1,1,1961,2,6,1965,,7,4,506,USA,2,1961,47808000,2307,88917,1447002,183691,50941,0.2106549,2011,TRUE,47808000,2307,88917,1447002,1,1,1,1
72531,756,Second Laotian Phase 1,4,2,United States of America,1,1,,5,19,1964,1,12,1968,,7,4,200,USA,2,1964,51213008,2687,115281,1610682,191889,50866,0.2029826,2011,TRUE,51252308,2770,115281,1610682,0.999233205,0.970036101,1,1
72729,163,"Vietnam War, Phase 2",1,2,United States of America,2,,,2,7,1965,1,27,1973,1,7,2,58153,USA,2,1965,51827008,2660,119260,1700357,194303,50841,0.2015391,2011,TRUE,53339760,3854,124761,1781471,0.971639317,0.690192008,0.955907696,0.954467965
72926,766,Dominican Republic,4,2,United States of America,1,1,,4,29,1965,9,6,1965,,1,7,27,USA,2,1965,51827008,2660,119260,1700357,194303,50841,0.2015391,2011,TRUE,51862008,2677,119260,1700419,0.999325132,0.993649608,1,0.999963538
73126,170,"Second Laotian, Phase 2",1,2,United States of America,2,,,1,13,1968,4,17,1973,0,7,2,375,USA,2,1968,80732000,3550,119262,2094353,200706,50765,0.2034119,2011,TRUE,81511019,4234,119552,2108894,0.990442777,0.838450638,0.997574277,0.993104917
73325,176,Communist Coalition,1,2,United States of America,2,,,5,1,1970,7,2,1971,0,7,4,125,USA,2,1970,77827008,3070,119309,2276904,205052,55468,0.1809692,2011,TRUE,78526489,3607,119659,2286675,0.99109242,0.851122817,0.997075022,0.995726984
73523,785,Khmer Rouge,4,2,United States of America,1,1,,7,3,1971,8,15,1973,,7,2,375,USA,2,1971,74862000,2720,109265,2311854,207661,55560,0.1699562,2011,TRUE,74959036,2925,109265,2313352,0.99870548,0.92991453,1,0.999352455
73740,211,Gulf War,1,2,United States of America,1,,,1,16,1991,4,11,1991,0,6,1,376,USA,2,1991,262389000,2110,79738,2827021,252618,64814,0.1372464,2011,TRUE,442916070,6255,157888,4430839,0.592412463,0.337330136,0.505028881,0.638032887
73938,870,Second Somalia,4,2,United States of America,1,1,,12,13,1992,3,25,1994,,4,3,44,USA,2,1992,286892000,1920,84322,2856725,255391,65413,0.1483136,2011,TRUE,352628891,3664,134885,3575690,0.81358053,0.524017467,0.625139934,0.798929717
74142,221,War for Kosovo,1,2,United States of America,1,,,3,24,1999,6,10,1999,1,2,1,2,USA,2,1999,292147000,1490,97427,3161089,276218,70642,0.1426249,2011,TRUE,437736000,3799,221483,4819375,0.667404554,0.392208476,0.439884777,0.655912644
74341,225,Invasion of Afghanistan,1,2,United States of America,1,,,10,7,2001,12,22,2001,1,7,4,2,USA,2,2001,322365000,1368,90104,3184088,285112,76419,0.1414571,2011,TRUE,404730000,1952,145299,4358395,0.796493959,0.700819672,0.62012815,0.730564348
74540,227,Invasion of Iraq,1,2,United States of America,1,,,3,19,2003,5,2,2003,1,6,4,140,USA,2,2003,404920000,1427,93677,3243291,292883,159669,0.1519185,2011,TRUE,460442991,2083,114489,3840853,0.879413973,0.685069611,0.818218344,0.844419456
74582,10,Austro-Sardinian,1,337,Tuscany,2,,,3,29,1848,8,9,1848,0,2,2,100,TUS,337,1848,219,6,0,-9,1547,103,0.0034357,2011,TRUE,4195,79,20,38,0.052205006,0.075949367,0,-0.236842105
74627,10,Austro-Sardinian,1,325,Italy,2,,,3,24,1848,3,30,1849,1,2,2,3400,ITA,325,1848,3985,70,20,56,4916,237,0.0183909,2011,TRUE,4195,79,20,38,0.949940405,0.886075949,1,1.473684211
74831,22,Crimean,1,325,Italy,1,,,1,10,1855,3,1,1856,0,2,1,2200,ITA,325,1855,2241,53,20,98,5003,244,0.009785,2011,TRUE,128845,1648,4148,81998,0.017392992,0.032160194,0.004821601,0.001195151
75039,55,Seven Weeks,1,325,Italy,1,,,6,20,1866,7,26,1866,0,2,1,4000,ITA,325,1866,22345,233,20,541,25200,1639,0.050007,2011,TRUE,31276,619,1137,27782,0.714445581,0.37641357,0.01759015,0.01947304
75257,392,First Italian-Ethiopian,3,325,Italy,1,,,1,24,1887,3,-9,1887,1,4,3,1000,ITA,325,1887,16384,230,12,3782,29610,2628,0.0391713,2011,TRUE,16384,230,12,3782,1,1,1,1
75460,400,Mahdist-Italian,3,325,Italy,1,,,12,21,1893,7,12,1894,0,4,1,270,ITA,325,1893,13174,264,8,3944,30880,2862,0.0341339,2011,TRUE,13174,264,8,3944,1,1,1,1
75659,407,Second Italian-Ethiopian,3,325,Italy,1,,,12,7,1895,10,21,1896,1,4,2,9000,ITA,325,1895,16677,229,9,4517,31300,2945,0.0344914,2011,TRUE,16677,229,9,4517,1,1,1,1
75872,97,Italian-Turkish,1,325,Italy,1,,,9,29,1911,10,18,1912,1,6,1,6000,ITA,325,1911,29379,291,736,10165,34680,3973,0.0332631,2011,TRUE,40502,627,736,10887,0.725371587,0.464114833,1,0.933682373
76073,106,World War I,1,325,Italy,1,,,5,23,1915,11,11,1918,0,2,1,650000,ITA,325,1915,105871,3159,1009,9206,36390,4014,0.0339804,2011,TRUE,7553077,9278,79683,1292901,0.014016936,0.340482863,0.012662676,0.007120421
76278,447,Italian-Sanusi,2,325,Italy,1,,,3,23,1923,9,12,1931,0,6,1,5000,ITA,325,1923,186033,311,1142,10524,38500,5518,0.0290861,2011,TRUE,186033,311,1142,10524,1,1,1,1
76487,127,Conquest of Ethiopia,1,325,Italy,1,,,10,3,1935,5,9,1936,1,4,1,4000,ITA,325,1935,513379,1380,2209,17645,42630,7654,0.0511954,2011,TRUE,513370,1480,2209,17646,1.000017531,0.932432432,1,0.99994333
76685,718,Spanish Civil War,4,325,Italy,2,1,,7,30,1936,3,29,1939,,2,1,4000,ITA,325,1936,1149686,343,2025,12086,42960,7780,0.039338,2011,TRUE,3630841,1450,21606,208223,0.316644546,0.236551724,0.093723966,0.05804354
76886,139,World War II,1,325,Italy,2,,,6,10,1940,9,2,1943,0,14,2,174500,ITA,325,1940,606523,1634,2258,17366,44470,8304,0.0295233,2011,TRUE,39435138,21672,142953,1972270,0.015380268,0.075396825,0.015795401,0.008805082
77086,139,World War II,1,325,Italy,1,,,10,18,1943,5,7,1945,0,14,1,52400,ITA,325,1943,412981,1702,1727,3388,44830,8682,0.0219315,2011,TRUE,39435138,21672,142953,1972270,0.010472412,0.078534515,0.012080894,0.001717818
77331,211,Gulf War,1,325,Italy,1,,,1,16,1991,4,11,1991,0,6,1,0,ITA,325,1991,19720000,473,25032,228250,56751,14527,0.0193444,2011,TRUE,442916070,6255,157888,4430839,0.044523108,0.075619504,0.158542764,0.051513946
77529,870,Second Somalia,4,325,Italy,1,1,,12,13,1992,3,1,1995,,4,3,-9,ITA,325,1992,19890000,471,24744,229778,56859,14366,0.019859,2011,TRUE,352628891,3664,134885,3575690,0.056404908,0.128548035,0.183445157,0.064261164
77733,221,War for Kosovo,1,325,Italy,1,,,3,24,1999,6,10,1999,1,2,1,0,ITA,325,1999,22664000,391,24878,267759,57343,13237,0.0188063,2011,TRUE,437736000,3799,221483,4819375,0.051775499,0.102921822,0.112324648,0.055558864
77935,482,Iraqi Resistance,3,325,Italy,1,,,3,-9,2004,12,31,2007,0,6,5,33,ITA,325,2004,33921000,196,28604,306509,58267,22624,0.0179491,2011,TRUE,122244991,1343,123216,1684417,0.277483762,0.145941921,0.232145176,0.181967411
77950,10,Austro-Sardinian,1,332,Modena,2,,,4,9,1848,8,9,1848,0,2,2,100,MOD,332,1848,-9,3,0,-9,576,0,0.0007266,2011,TRUE,4195,79,20,38,-0.002145411,0.037974684,0,-0.236842105
77995,13,First Schleswig-Holstein,1,390,Denmark,2,,,4,10,1848,7,10,1849,0,2,2,3500,DEN,390,1848,503,27,0,118,2296,131,0.0057543,2011,TRUE,503,27,0,118,1,1,0,1
78204,46,Second Schleswig-Holstein,1,390,Denmark,2,,,2,1,1864,7,20,1864,0,2,2,2933,DEN,390,1864,683,32,0,246,1716,164,0.0030963,2011,TRUE,6259,244,905,21506,0.109122863,0.131147541,0,0.011438668
78356,548,First Venezuelan,4,101,Venezuela,1,0,,2,4,1848,8,15,1849,,1,1,1500,VEN,101,1848,-9,-9,0,0,1284,0,0.0009596,2011,TRUE,-9,-9,0,0,0,0,0,0
78539,563,Second Venezuelan/Federalist,4,101,Venezuela,1,0,,2,1,1859,5,23,1863,,1,2,15000,VEN,101,1859,-9,10,0,0,1484,0,0.0014102,2011,TRUE,-9,10,0,0,0,1,0,0
78720,590,Third Venezuelan,4,101,Venezuela,1,0,,1,11,1868,1,7,1871,,1,2,-9,VEN,101,1868,347,5,0,0,1670,0,0.0009391,2011,TRUE,347,5,0,0,1,1,0,0
78923,633,Fourth Venezuelan,4,101,Venezuela,1,0,,5,24,1899,10,22,1899,,1,2,1200,VEN,101,1899,181,4,0,39,2436,0,0.0006103,2011,TRUE,181,4,0,39,1,1,0,1
79097,638,Fifth Venezuelan,4,101,Venezuela,1,0,,12,19,1901,7,19,1903,,1,1,1000,VEN,101,1901,406,9,0,56,2450,0,0.0008311,2011,TRUE,406,9,0,56,1,1,0,1
79305,112,Hungarian Adversaries,1,310,Hungary,2,,,4,16,1919,8,4,1919,0,2,2,6000,HUN,310,1919,9584,27,0,3054,7880,1176,0.003779,2011,TRUE,55893,469,811,26395,0.171470488,0.057569296,0,0.115703732
79400,683,Hungary's Red Terror,4,310,Hungary,1,0,,3,25,1919,2,15,1920,,2,2,1000,HUN,310,1919,9584,27,0,3054,7880,1176,0.003779,2011,TRUE,9584,27,0,3054,1,1,0,1
79517,139,World War II,1,310,Hungary,2,,,6,27,1941,1,20,1945,0,2,2,136000,HUN,310,1941,110555,-9,782,8655,9344,1357,0.0048101,2011,TRUE,39435138,21672,142953,1972270,0.002803464,-0.000415282,0.005470329,0.004388344
79627,156,Soviet Invasion of Hungary,1,310,Hungary,2,,,11,4,1956,11,14,1956,0,2,2,926,HUN,310,1956,212680,215,1415,13411,9911,1824,0.0050237,2011,TRUE,212680,215,1415,13411,1,1,1,1
79717,16,Roman Republic,1,327,Papal States,2,,,4,30,1849,7,2,1849,0,2,2,1400,PAP,327,1849,-9,13,0,-9,2999,172,0.0065551,2011,TRUE,19321,524,414,6338,-0.000465814,0.02480916,0,-0.001420006
79773,34,Italian-Roman,1,327,Papal States,2,,,9,11,1860,9,29,1860,0,2,2,700,PAP,327,1860,781,19,0,-9,3162,184,0.0045924,2011,TRUE,781,19,0,-9,1,1,0,0
79786,555,First Chilean,4,155,Chile,1,0,,9,5,1851,12,15,1851,,1,1,1500,CHL,155,1851,-9,3,0,19,1326,0,0.0010441,2011,TRUE,-9,3,0,19,0,1,0,1
79974,52,Naval War,1,155,Chile,1,,,9,25,1865,5,9,1866,0,1,1,100,CHL,155,1865,-9,4,0,64,1795,115,0.0016179,2011,TRUE,6230,146,50,1037,-0.001444623,0.02739726,0,0.06171649
80162,64,War of the Pacific,1,155,Chile,1,,,2,14,1879,12,11,1883,1,1,1,3276,CHL,155,1879,-9,5,0,97,2224,182,0.0017914,2011,TRUE,-27,16,0,97,0,0.3125,0,1
80348,617,Second Chilean,4,155,Chile,1,0,,1,7,1891,8,29,1891,,1,2,1000,CHL,155,1891,-9,9,0,189,2627,346,0.002281,2011,TRUE,-9,9,0,189,0,1,0,1
80604,793,Chilean Coup of 1973,4,155,Chile,1,0,,9,11,1973,9,15,1973,,1,2,400,CHL,155,1973,378378,75,508,13759,10020,4324,0.0024745,2011,TRUE,378378,75,508,13759,1,1,1,1
80681,22,Crimean,1,640,Turkey,1,,,10,23,1853,3,1,1856,1,2,1,45000,TUR,640,1853,-9,160,0,14,36933,1172,0.0471254,2011,TRUE,128845,1648,4148,81998,-6.98514E-05,0.097087379,0,0.000170736
80886,575,Third Turco-Montenegrin,5,640,Turkey,1,0,,12,-9,1861,8,31,1862,,2,3,-9,TUR,640,1861,5360,160,10,34,32799,754,0.0226482,2011,TRUE,5360,160,10,34,1,1,1,1
81099,61,Second Russo-Turkish,1,640,Turkey,2,,,4,24,1877,1,31,1878,0,11,2,165000,TUR,640,1877,-9,461,10,86,34323,863,0.0335974,2011,TRUE,77013,1301,410,3367,-0.000116863,0.354342813,0.024390244,0.025542026
81316,76,Greco-Turkish,1,640,Turkey,1,,,2,15,1897,5,19,1897,0,2,1,1400,TUR,640,1897,5986,436,10,172,27627,826,0.0242576,2011,TRUE,6910,461,10,305,0.866280753,0.945770065,1,0.563934426
81527,97,Italian-Turkish,1,640,Turkey,2,,,9,29,1911,10,18,1912,0,6,2,14000,TUR,640,1911,11123,336,0,722,25569,963,0.0180268,2011,TRUE,40502,627,736,10887,0.274628413,0.535885167,0,0.066317627
81725,100,First Balkan,1,640,Turkey,2,,,10,17,1912,4,19,1913,0,11,2,30000,TUR,640,1912,11817,241,0,746,25700,974,0.0158112,2011,TRUE,15823,360,0,1555,0.746824243,0.669444444,0,0.479742765
81923,103,Second Balkan,1,640,Turkey,1,,,7,15,1913,7,30,1913,0,2,1,20000,TUR,640,1913,25134,241,0,841,21331,986,0.0175777,2011,TRUE,36104,1174,0,3501,0.696155551,0.20528109,0,0.240217081
82121,106,World War I,1,640,Turkey,2,,,10,28,1914,10,30,1918,0,6,2,325000,TUR,640,1914,-9,249,0,660,18520,997,0.0121484,2011,TRUE,7553077,9278,79683,1292901,-1.19157E-06,0.026837681,0,0.00051048
82323,115,Second Greco-Turkish,1,640,Turkey,1,,,5,5,1919,10,11,1922,0,11,1,20000,TUR,640,1919,33528,129,0,561,18997,694,0.0058084,2011,TRUE,86777,187,0,901,0.38636966,0.689839572,0,0.622641509
82520,116,Franco-Turkish,1,640,Turkey,2,,,11,1,1919,10,20,1921,0,6,3,35000,TUR,640,1919,33528,129,0,561,18997,694,0.0058084,2011,TRUE,668257,2493,1293,44895,0.050172314,0.051744886,0,0.012495824
82748,151,Korean,1,640,Turkey,1,,,10,18,1950,7,27,1953,0,7,6,717,TUR,640,1950,197876,684,91,2900,20770,1648,0.0101971,2011,TRUE,23376515,8330,124959,1700195,0.008464735,0.082112845,0.000728239,0.001705687
82969,184,Turco-Cypriot,1,640,Turkey,1,,,7,20,1974,8,16,1974,1,2,1,1000,TUR,640,1974,1136713,574,1458,27243,39037,8799,0.0085078,2011,TRUE,1155089,585,1458,28028,0.984091269,0.981196581,1,0.971992293
83176,838,First Turkish Kurds,5,640,Turkey,1,0,,8,14,1984,3,-9,1986,,6,7,1500,TUR,640,1984,2190865,815,4113,52742,49070,12637,0.0107474,2011,TRUE,2190865,815,4113,52742,1,1,1,1
83380,477,First PKK in Iraq,3,640,Turkey,1,,,8,4,1991,3,25,1992,1,6,6,300,TUR,640,1991,4400000,804,8572,80346,57305,21464,0.0136925,2011,TRUE,4400000,804,8572,80346,1,1,1,1
83577,865,Second Turkish Kurds,5,640,Turkey,1,0,,7,10,1991,2,16,1999,,6,6,3500,TUR,640,1991,4400000,804,8572,80346,57305,21464,0.0136925,2011,TRUE,4400000,804,8572,80346,1,1,1,1
83780,479,Second PKK in Iraq,3,640,Turkey,1,,,5,14,1997,6,14,1997,1,6,6,100,TUR,640,1997,7792000,820,14475,108035,63745,26445,0.0164498,2011,TRUE,7792000,820,14475,108035,1,1,1,1
83979,221,War for Kosovo,1,640,Turkey,1,,,3,24,1999,6,10,1999,1,2,1,0,TUR,640,1999,9717000,789,14313,111693,65546,23992,0.0163819,2011,TRUE,437736000,3799,221483,4819375,0.022198311,0.207686233,0.06462347,0.023175827
83994,25,Anglo-Persian,1,630,Iran,2,,,10,25,1856,4,5,1857,0,6,2,1500,IRN,630,1856,-9,18,0,0,6300,134,0.0057949,2011,TRUE,32360,400,3644,73272,-0.000278121,0.045,0,0
84204,647,Iranian Constitution War,4,630,Iran,1,1,,6,23,1908,7,17,1909,,6,2,-9,IRN,630,1908,5040,30,0,14,10430,483,0.0053671,2011,TRUE,65069,1464,2940,46044,0.077456239,0.020491803,0,0.000304057
84374,687,Gilan Marxists,4,630,Iran,1,1,,8,10,1920,11,11,1921,,6,1,-9,IRN,630,1920,-9,40,0,320,11370,556,0.0035226,2011,TRUE,-9,40,0,320,0,1,0,1
84585,795,Dhofar Rebellion Phase 2,5,630,Iran,1,1,,10,-9,1973,12,11,1975,,6,1,100,IRN,630,1973,1814697,285,200,60013,31106,7032,0.0069416,2011,TRUE,10546522,670,26794,426813,0.172065919,0.425373134,0.007464358,0.140607245
84744,797,Fourth Iraqi Kurds,5,630,Iran,2,1,,3,18,1974,3,6,1975,,6,2,-9,IRN,630,1974,4658080,310,1300,68527,31951,7843,0.0088231,2011,TRUE,6087135,420,1300,77044,0.765233562,0.738095238,1,0.88945278
84906,813,Overthrow of the Shah,4,630,Iran,1,0,,9,3,1978,2,11,1979,,6,2,100,IRN,630,1978,9137992,350,1000,72998,36393,11868,0.0102895,2011,TRUE,9137992,350,1000,72998,1,1,1,1
85065,816,Anti-Khomeini Coalition,4,630,Iran,1,0,,2,12,1979,3,-9,1984,,6,1,-9,IRN,630,1979,5462930,415,1000,82654,37814,12702,0.0094861,2011,TRUE,5462930,415,1000,82654,1,1,1,1
85224,199,Iran-Iraq,1,630,Iran,1,,,9,22,1980,8,20,1988,0,6,6,750000,IRN,630,1980,3386907,305,565,64862,39291,13588,0.0078179,2011,TRUE,6773687,735,825,81527,0.500009375,0.414965986,0.684848485,0.795589191
85387,840,Fifth Iraqi  Kurds,5,630,Iran,2,1,,1,-9,1985,7,17,1988,,6,2,-9,IRN,630,1985,14091000,345,764,78753,47820,17788,0.0107252,2011,TRUE,26961000,1133,764,103997,0.522643819,0.304501324,1,0.757262229
85544,163,"Vietnam War, Phase 2",1,816,Vietnam,1,,,2,7,1965,4,30,1975,0,7,1,700000,DRV,816,1965,375170,256,100,2808,19000,1461,0.0039885,2011,TRUE,53339760,3854,124761,1781471,0.00703359,0.066424494,0.000801533,0.001576225
85606,170,"Second Laotian, Phase 2",1,816,Vietnam,1,,,1,13,1968,4,17,1973,1,7,1,2250,DRV,816,1968,500000,447,250,-9,20280,1620,0.0059306,2011,TRUE,81511019,4234,119552,2108894,0.00613414,0.105573925,0.00209114,-4.26764E-06
85667,176,Communist Coalition,1,816,Vietnam,1,,,3,23,1970,7,2,1971,1,7,4,400,DRV,816,1970,580000,452,350,7870,21150,1719,0.0050852,2011,TRUE,78526489,3607,119659,2286675,0.007386043,0.125311894,0.002924978,0.003441678
85732,803,Third Laotian,5,816,Vietnam,1,1,,1,-9,1976,5,-9,1979,,7,1,1000,DRV,816,1976,-9,637,171,10210,49160,5467,0.0088233,2011,TRUE,27991,683,171,11935,-0.000321532,0.932650073,1,0.855467114
85792,189,Vietnamese-Cambodian,1,816,Vietnam,1,,,9,24,1977,1,8,1979,0,7,4,3000,DRV,816,1977,-9,615,152,10903,50413,5945,0.0088075,2011,TRUE,-18,685,152,12239,0,0.897810219,1,0.890840755
85853,193,Sino-Vietnamese Punitive,1,816,Vietnam,2,,,2,17,1979,3,16,1979,0,7,2,8000,DRV,816,1979,-9,650,119,11229,52462,6348,0.0089162,2011,TRUE,29999991,5250,34599,853119,-3E-07,0.123809524,0.003439406,0.01316229
85912,475,Khmer Insurgency,3,816,Vietnam,1,,,1,9,1979,9,25,1989,1,7,4,25300,DRV,816,1979,-9,650,119,11229,52462,6348,0.0089162,2011,TRUE,-18,660,119,12536,0,0.984848485,1,0.895740268
85979,208,Sino-Vietnamese Border War,1,816,Vietnam,2,,,1,5,1987,2,6,1987,0,7,6,2200,DRV,816,1987,-9,1260,74,15079,62452,7583,0.0129712,2011,TRUE,5639991,4790,56354,1239535,-1.59575E-06,0.263048017,0.001313128,0.012165046
86021,43,Ecuadorian-Colombian,1,130,Ecuador,2,,,11,22,1863,12,6,1863,0,1,2,700,ECU,130,1863,-9,0,0,0,998,0,0.0002535,2011,TRUE,-18,4,0,0,0,0,0,0
86212,627,Ecuador Liberals,4,130,Ecuador,1,0,,2,18,1895,9,22,1895,,1,2,900,ECU,130,1895,-9,3,0,0,1283,0,0.000368,2011,TRUE,-9,3,0,0,0,1,0,0
86388,670,Ecuadorian Civil War,5,130,Ecuador,1,0,,-9,-9,1912,-9,-9,1914,,1,1,-9,ECU,130,1912,341,7,0,20,1450,0,0.0005087,2011,TRUE,341,7,0,20,1,1,0,1
86630,217,Cenepa Valley,1,130,Ecuador,2,,,1,9,1995,2,27,1995,1,1,3,550,ECU,130,1995,530000,58,35,14018,11460,4681,0.001557,2011,TRUE,1404000,173,547,29760,0.377492877,0.335260116,0.063985375,0.471034946
86696,46,Second Schleswig-Holstein,1,255,Germany,1,,,2,1,1864,7,20,1864,1,2,1,1048,GMY,255,1864,5576,212,905,21260,19255,946,0.0567315,2011,TRUE,6259,244,905,21506,0.890877137,0.868852459,1,0.988561332
86851,55,Seven Weeks,1,255,Germany,1,,,6,15,1866,7,26,1866,1,2,1,10000,GMY,255,1866,6268,214,977,23397,24342,1155,0.0658419,2011,TRUE,31276,619,1137,27782,0.200409259,0.345718901,0.859278804,0.842163991
87008,58,Franco-Prussian,1,255,Germany,1,,,7,19,1870,2,26,1871,0,2,1,44781,GMY,255,1870,42993,319,1261,28817,31194,1707,0.106046,2011,TRUE,104536,790,2489,48034,0.411274585,0.403797468,0.506629168,0.599929217
87195,423,South West African Revolt,2,255,Germany,1,,,1,12,1904,5,4,1906,0,4,1,1800,GMY,255,1904,42420,642,8564,134365,59475,10487,0.1337537,2011,TRUE,42420,642,8564,134365,1,1,1,1
87349,426,Maji-Maji Revolt,2,255,Germany,1,,,7,31,1905,6,-9,1906,0,4,1,3440,GMY,255,1905,46167,648,9669,137771,60134,10986,0.1230697,2011,TRUE,46167,648,9669,137771,1,1,1,1
87511,106,World War I,1,255,Germany,2,,,8,1,1914,11,11,1918,0,15,2,1773700,GMY,255,1914,1785000,862,13810,187335,67790,14279,0.158201,2011,TRUE,7553077,9278,79683,1292901,0.236327526,0.092907954,0.173311748,0.144895085
87668,108,Latvian Liberation,1,255,Germany,1,,,12,7,1918,4,15,1919,0,2,8,450,GMY,255,1918,8779000,8000,14092,189899,66811,14737,0.1724337,2011,TRUE,9126167,8140,22341,358646,0.961959166,0.982800983,0.630768542,0.529488688
87821,680,Finnish Civil War,4,255,Germany,1,1,,4,3,1918,5,16,1918,,2,1,950,GMY,255,1918,8779000,8000,14092,189899,66811,14737,0.1724337,2011,TRUE,8778991,7991,14092,189972,1.000001025,1.001126267,1,0.999615733
